S,FITC
a4_dCyto_+_EC56_gC3_stained,0.7094359593543037
a4_dCyto_+_EC6_gC3_stained,0.6491931554894308
a4_dCyto_+_stained,0.3743217671444545
aC2_FL_+_stained,0.2547292324572326
aC2_dCyto_+_stained,0.3552183821386281
gC3_FL_+_stained,1.0
gC3_dCyto_+_stained,1.180371723398609
